city,lat,lng,country,admin_name,population,greenSpaceArea_m2,greenSpaceArea_km2
Norfolk,42.0324,-97.4217,United States,Nebraska,25883.0,69746753.12145555,69.75
Montgomery,40.2411,-75.2318,United States,Pennsylvania,25861.0,240660030.8388049,240.66
Marysville,40.2279,-83.3595,United States,Ohio,25806.0,235512.5632502238,0.24
Florence,33.059,-111.4209,United States,Arizona,25783.0,249939367.62436056,249.94
Marshfield,42.114,-70.7151,United States,Massachusetts,25782.0,86304997.91833052,86.3
Oxford,34.3627,-89.5336,United States,Mississippi,25713.0,130692045.5673976,130.69
Pace,30.6188,-87.1667,United States,Florida,25657.0,216182600.75685456,216.18
Moscow,46.7308,-116.9986,United States,Idaho,25616.0,1229862.82964298,1.23
Silver Springs Shores,29.1126,-82.0149,United States,Florida,25453.0,230966310.92668805,230.97
Belvidere,42.2543,-88.8649,United States,Illinois,25389.0,47454342.14050465,47.45
Hudson,42.7639,-71.4072,United States,New Hampshire,25385.0,3808452.5972017474,3.81
Newberg,45.3075,-122.9601,United States,Oregon,25379.0,13600642.319433758,13.6
Salem,37.2864,-80.0555,United States,Virginia,25372.0,3389163.427281907,3.39
Ottumwa,41.0195,-92.4186,United States,Iowa,25359.0,91565445.7954886,91.57
Galt,38.2698,-121.3004,United States,California,25350.0,101143306.70580614,101.14
Lafayette,37.8919,-122.1189,United States,California,25310.0,108168607.67750277,108.17
Kingsville,27.5094,-97.861,United States,Texas,25265.0,3570894.2312934734,3.57
Barstow,34.8661,-117.0471,United States,California,25235.0,3756725.9205792593,3.76
Allendale,42.9845,-85.9499,United States,Michigan,25206.0,730.7545776367188,0.0
Moses Lake,47.1279,-119.2759,United States,Washington,25155.0,36307026.056103095,36.31
Brandon,32.2778,-89.9896,United States,Mississippi,25142.0,164694918.04770127,164.69
Conway,33.8401,-79.0431,United States,South Carolina,25121.0,239286153.2362043,239.29
Dickinson,46.8918,-102.7925,United States,North Dakota,25116.0,546.1011352539062,0.0
Corsicana,32.0824,-96.4665,United States,Texas,25107.0,131824995.148954,131.82
Hastings,40.5961,-98.39,United States,Nebraska,25098.0,7127323.851523546,7.13
Newport,41.4801,-71.3203,United States,Rhode Island,25087.0,60574779.42734831,60.57
Easton,42.0362,-71.1103,United States,Massachusetts,25021.0,47637047.85040855,47.64
Sandusky,41.4468,-82.7024,United States,Ohio,24964.0,24468000.097857915,24.47
Springfield,39.9281,-75.3362,United States,Pennsylvania,24943.0,85698986.7704538,85.7
Denison,33.7672,-96.5808,United States,Texas,24872.0,173311364.83681747,173.31
Watertown,43.9734,-75.9094,United States,New York,24859.0,0.0,0.0
Fort Dodge,42.5098,-94.1751,United States,Iowa,24850.0,23283289.656260505,23.28
Kuna,43.488,-116.3933,United States,Idaho,24845.0,44950174.14057434,44.95
Ardmore,34.1949,-97.1256,United States,Oklahoma,24784.0,153309133.53514624,153.31
Soledad,36.4432,-121.3426,United States,California,24781.0,20318646.71954214,20.32
Bainbridge Island,47.6439,-122.5434,United States,Washington,24681.0,2946837.7870546523,2.95
Selma,36.5715,-119.6143,United States,California,24576.0,87630174.26699476,87.63
Paris,33.6688,-95.546,United States,Texas,24574.0,194661062.4640821,194.66
Clinton,41.8435,-90.2412,United States,Iowa,24524.0,205216861.30016536,205.22
Oak Ridge,28.4727,-81.4169,United States,Florida,24476.0,325183662.8955948,325.18
Leland,34.2042,-78.0279,United States,North Carolina,24473.0,177950576.80648202,177.95
Socastee,33.6871,-79.0086,United States,South Carolina,24464.0,210420702.197372,210.42
Farmington,40.9845,-111.9065,United States,Utah,24463.0,4038387.5394781376,4.04
Oak Harbor,48.2964,-122.6333,United States,Washington,24458.0,2126822.3861243706,2.13
Ponca City,36.7235,-97.0677,United States,Oklahoma,24441.0,62281513.17179825,62.28
North Augusta,33.5214,-81.9547,United States,South Carolina,24425.0,110313633.15420412,110.31
Decatur,33.7711,-84.2963,United States,Georgia,24421.0,99998854.4412384,100.0
Faribault,44.2996,-93.2789,United States,Minnesota,24418.0,1065149.8444285672,1.07
Benbrook,32.6788,-97.4637,United States,Texas,24366.0,42639241.65286608,42.64
Kerrville,30.0398,-99.132,United States,Texas,24333.0,8800520.319557698,8.8
Canton,42.175,-71.1264,United States,Massachusetts,24293.0,70221510.63751838,70.22
Starkville,33.4608,-88.8297,United States,Mississippi,24274.0,302535681.0174063,302.54
Somerset,40.5083,-74.501,United States,New Jersey,24246.0,78258027.56487624,78.26
Belton,38.8192,-94.5335,United States,Missouri,24241.0,163707685.27692658,163.71
Emporia,38.4028,-96.1932,United States,Kansas,24118.0,27120994.876500253,27.12
Saginaw,32.8657,-97.3654,United States,Texas,24106.0,3990.9363021850586,0.0
Auburn,44.0851,-70.2492,United States,Maine,24038.0,274094392.648254,274.09
Columbus,41.4366,-97.3565,United States,Nebraska,24035.0,79085369.32404575,79.09
Burlington,40.8071,-91.1247,United States,Iowa,23976.0,273743680.6762201,273.74
San Fernando,34.2886,-118.4362,United States,California,23958.0,42189522.58862016,42.19
Columbus,33.5088,-88.4096,United States,Mississippi,23896.0,79085369.32404575,79.09
Freeport,42.2891,-89.6346,United States,Illinois,23884.0,19207846.801533524,19.21
Burlington,40.0641,-74.8394,United States,New Jersey,23879.0,273743680.6762201,273.74
Mansfield,42.0163,-71.2187,United States,Massachusetts,23831.0,71879511.09092002,71.88
Farragut,35.8731,-84.1821,United States,Tennessee,23795.0,265725136.9276725,265.73
Highland,41.5483,-87.4588,United States,Indiana,23794.0,50487934.659931846,50.49
Fountain Hills,33.6073,-111.7398,United States,Arizona,23739.0,13335498.061340984,13.34
Southold,41.0432,-72.4185,United States,New York,23692.0,86648424.08166265,86.65
Patterson,37.4758,-121.1536,United States,California,23678.0,92876107.65687846,92.88
Shelbyville,35.4987,-86.4517,United States,Tennessee,23676.0,278687059.6137598,278.69
Muscatine,41.4195,-91.068,United States,Iowa,23671.0,87845411.99021584,87.85
Greenfield,39.7937,-85.7738,United States,Indiana,23669.0,4761561.991320533,4.76
Lexington,33.989,-81.2202,United States,South Carolina,23665.0,233113539.31431255,233.11
Roseburg,43.2231,-123.352,United States,Oregon,23657.0,34940774.809804894,34.94
Raritan,40.507,-74.8662,United States,New Jersey,23649.0,190780357.48993307,190.78
Fresno,29.5357,-95.4696,United States,Texas,23608.0,33908285.67311082,33.91
Middletown,39.445,-75.7183,United States,Delaware,23573.0,157889490.50140923,157.89
Montgomery,40.426,-74.6791,United States,New Jersey,23558.0,240660030.8388049,240.66
Brookings,44.3022,-96.7859,United States,South Dakota,23530.0,2794152.085666791,2.79
Marshall,32.537,-94.3515,United States,Texas,23509.0,254478722.40297183,254.48
Gardner,38.8122,-94.9275,United States,Kansas,23488.0,93381092.9644574,93.38
Farmington,44.6572,-93.1687,United States,Minnesota,23487.0,4038387.5394781376,4.04
Griffin,33.2418,-84.2748,United States,Georgia,23485.0,216347545.03862295,216.35
Van Buren,35.4483,-94.3528,United States,Arkansas,23398.0,197765993.61029285,197.77
Clinton,41.1395,-112.0656,United States,Utah,23389.0,205216861.30016536,205.22
Bedford,42.9406,-71.5302,United States,New Hampshire,23385.0,66901999.10954224,66.9
Rock Springs,41.5947,-109.2209,United States,Wyoming,23361.0,161584.88955688477,0.16
North Platte,41.1263,-100.7641,United States,Nebraska,23309.0,17096977.884114075,17.1
Montgomery,41.5399,-74.2073,United States,New York,23196.0,240660030.8388049,240.66
Wareham,41.7662,-70.6999,United States,Massachusetts,23192.0,106593759.9725388,106.59
Ashland,37.6942,-122.1159,United States,California,23164.0,68594022.43575194,68.59
Belton,31.0525,-97.479,United States,Texas,23137.0,163707685.27692658,163.71
Cartersville,34.1644,-84.8009,United States,Georgia,23103.0,278605364.5114478,278.61
Morris,40.7959,-74.4945,United States,New Jersey,23094.0,148655301.51717213,148.66
Bloomington,34.0601,-117.4013,United States,California,23051.0,39937798.87954809,39.94
Fernley,39.5627,-119.1906,United States,Nevada,23035.0,508207.5919361189,0.51
Hudson,41.2399,-81.4408,United States,Ohio,23005.0,3808452.5972017474,3.81
Watertown,43.1893,-88.7285,United States,Wisconsin,22978.0,0.0,0.0
Searcy,35.2418,-91.7351,United States,Arkansas,22961.0,244432783.01512063,244.43
Nocatee,30.0927,-81.4095,United States,Florida,22950.0,206440930.6777916,206.44
Christiansburg,37.1406,-80.4036,United States,Virginia,22947.0,289352559.1647396,289.35
Keene,42.9494,-72.2998,United States,New Hampshire,22907.0,63677182.59001702,63.68
Garden City,40.7266,-73.6447,United States,New York,22871.0,23759634.33735106,23.76
Corcoran,36.0841,-119.5613,United States,California,22808.0,42879790.620407745,42.88
Duncan,34.5408,-97.9215,United States,Oklahoma,22759.0,96810866.62574852,96.81
Watertown,44.9094,-97.1532,United States,South Dakota,22718.0,0.0,0.0
Athens,39.327,-82.0987,United States,Ohio,22698.0,73036946.75011837,73.04
Dover,40.0019,-76.8698,United States,Pennsylvania,22663.0,147613678.71507037,147.61
Fairhope,30.5209,-87.8813,United States,Alabama,22605.0,155862341.71354496,155.86
Greenwood,34.1947,-82.1542,United States,South Carolina,22528.0,2960679.6688637827,2.96
Corinth,33.1434,-97.0682,United States,Texas,22502.0,66456002.41667402,66.46
Lincoln,41.9171,-71.4505,United States,Rhode Island,22476.0,12018081.534510115,12.02
Vernon,41.1973,-74.4857,United States,New Jersey,22440.0,42027061.10765662,42.03
Bristol,41.6827,-71.2694,United States,Rhode Island,22420.0,201315807.22595116,201.32
La Porte,41.6069,-86.7142,United States,Indiana,22409.0,64352567.22432641,64.35
Ruston,32.5328,-92.6363,United States,Louisiana,22282.0,289627942.49667215,289.63
Palmer,40.7007,-75.2628,United States,Pennsylvania,22266.0,30400798.147937823,30.4
Kihei,20.7653,-156.4454,United States,Hawaii,22247.0,14608096.772117592,14.61
Evans,40.366,-104.739,United States,Colorado,22092.0,7175437.568482164,7.18
Clarksville,38.322,-85.7673,United States,Indiana,22087.0,176419155.5792512,176.42
Smithfield,41.9014,-71.5308,United States,Rhode Island,22086.0,91601674.32232425,91.6
Hastings,44.7318,-92.8538,United States,Minnesota,22063.0,7127323.851523546,7.13
Oxford,39.5061,-84.7446,United States,Ohio,22051.0,130692045.5673976,130.69
Carbondale,37.7221,-89.2237,United States,Illinois,22039.0,106558166.50827605,106.56
Sapulpa,36.0091,-96.1003,United States,Oklahoma,22030.0,205717379.72741452,205.72
Oxford,33.5967,-85.8687,United States,Alabama,22019.0,130692045.5673976,130.69
Chillicothe,39.3393,-82.9939,United States,Ohio,22002.0,249919144.10971868,249.92
Sanford,43.4244,-70.7573,United States,Maine,21986.0,180203113.81081703,180.2
New Castle,40.9956,-80.3458,United States,Pennsylvania,21863.0,45943589.818590686,45.94
Mount Pleasant,43.5966,-84.7759,United States,Michigan,21826.0,96375135.54408294,96.38
Manor,39.9848,-76.4216,United States,Pennsylvania,21798.0,162549571.83842242,162.55
Sedalia,38.7059,-93.234,United States,Missouri,21767.0,147718278.2003974,147.72
Shelby,35.2904,-81.5451,United States,North Carolina,21712.0,138137528.23661277,138.14
Gallup,35.5182,-108.7431,United States,New Mexico,21672.0,68549.12367248535,0.07
Alliance,40.9107,-81.1189,United States,Ohio,21603.0,31991799.833955575,31.99
Unity,40.2811,-79.4236,United States,Pennsylvania,21586.0,79396.11415818159,0.08
Fulshear,29.693,-95.8804,United States,Texas,21552.0,123568511.08601594,123.57
Ashland,38.4592,-82.6448,United States,Kentucky,21542.0,68594022.43575194,68.59
Payson,40.0355,-111.739,United States,Utah,21529.0,54086366.18696028,54.09
Celina,33.3154,-96.7941,United States,Texas,21501.0,40273496.34461613,40.27
Dickinson,29.4548,-95.0589,United States,Texas,21475.0,546.1011352539062,0.0
Ozark,37.0365,-93.2158,United States,Missouri,21459.0,312028783.8220747,312.03
Rio Rico,31.4957,-110.9885,United States,Arizona,21447.0,5805377.829549994,5.81
Grand Island,43.0198,-78.9619,United States,New York,21416.0,9938564.592081018,9.94
Ashland,42.1905,-122.6992,United States,Oregon,21401.0,68594022.43575194,68.59
Geneva,41.8833,-88.3242,United States,Illinois,21390.0,24883449.59639867,24.88
Seymour,38.9476,-85.8911,United States,Indiana,21373.0,55110311.54675897,55.11
South Lake Tahoe,38.9393,-119.9828,United States,California,21346.0,5884303.900008916,5.88
Vicksburg,32.3173,-90.8868,United States,Mississippi,21337.0,238564321.8911681,238.56
Sulphur,30.2286,-93.3566,United States,Louisiana,21286.0,187053421.40497452,187.05
Perry,32.472,-83.7283,United States,Georgia,21279.0,188625266.5521333,188.63
Monroe,41.3043,-74.1941,United States,New York,21240.0,225500619.6945381,225.5
Foley,30.3983,-87.665,United States,Alabama,21113.0,229999940.61013004,230.0
Hays,38.8821,-99.3221,United States,Kansas,21111.0,1890313.0880611644,1.89
Tullahoma,35.3721,-86.2172,United States,Tennessee,21107.0,313711324.9263495,313.71
Gardner,42.5845,-71.9868,United States,Massachusetts,21090.0,93381092.9644574,93.38
Stephenville,32.2147,-98.2205,United States,Texas,21020.0,21146158.56076009,21.15
Lebanon,39.4254,-84.2133,United States,Ohio,20999.0,85412906.55480789,85.41
Green Valley,31.8393,-111.0009,United States,Arizona,20937.0,5343960.41668223,5.34
Fort Walton Beach,30.4255,-86.6222,United States,Florida,20919.0,66921762.74230093,66.92
Little Egg Harbor,39.5969,-74.3454,United States,New Jersey,20901.0,25759953.28669951,25.76
Snellville,33.8562,-84.0038,United States,Georgia,20895.0,141234130.67445874,141.23
Covington,47.3667,-122.1045,United States,Washington,20814.0,223094743.9865287,223.09
Lockport,43.1698,-78.6956,United States,New York,20808.0,12449849.43658893,12.45
Coolbaugh,41.1837,-75.4386,United States,Pennsylvania,20781.0,15741302.573533148,15.74
Ennis,32.3254,-96.6347,United States,Texas,20709.0,87167680.50004372,87.17
Marquette,46.544,-87.4082,United States,Michigan,20673.0,2272.0465393066406,0.0
Mesquite,36.8032,-114.133,United States,Nevada,20659.0,93566770.42927738,93.57
Rosamond,34.8658,-118.2155,United States,California,20654.0,244049.52801513672,0.24
Montgomery,41.7237,-88.3633,United States,Illinois,20644.0,240660030.8388049,240.66
Pittsburg,37.4129,-94.6985,United States,Kansas,20610.0,19258072.04800531,19.26
Hurricane,37.1487,-113.3517,United States,Utah,20609.0,6550303.081475653,6.55
Adrian,41.8994,-84.0447,United States,Michigan,20607.0,686966.6627731323,0.69
Jefferson,41.0003,-74.5531,United States,New Jersey,20555.0,107371219.17169364,107.37
Mustang,35.3917,-97.7246,United States,Oklahoma,20518.0,102573839.96321613,102.57
Northfield,44.455,-93.1698,United States,Minnesota,20518.0,87867.92302703857,0.09
Elko,40.8381,-115.7678,United States,Nevada,20513.0,9375.01644897461,0.01
Piqua,40.1506,-84.2441,United States,Ohio,20441.0,30938932.977304835,30.94
Monroe,41.9155,-83.3849,United States,Michigan,20400.0,225500619.6945381,225.5
Montrose,38.4689,-107.859,United States,Colorado,20394.0,29717611.34373945,29.72
Sidney,40.2891,-84.1667,United States,Ohio,20350.0,32071109.870875604,32.07
Middle,39.0852,-74.8337,United States,New Jersey,20340.0,101341677.44905455,101.34
Oroville,39.4999,-121.5634,United States,California,20283.0,58418681.086743064,58.42
Frankfort,41.4892,-87.8363,United States,Illinois,20260.0,323964874.9950952,323.96
Shafter,35.4794,-119.2013,United States,California,20162.0,96900765.75141928,96.9
Midway,30.4169,-87.0229,United States,Florida,20141.0,58020764.5747559,58.02
Portland,27.8942,-97.3278,United States,Texas,20130.0,1072964.1290939928,1.07
Morristown,40.7967,-74.4772,United States,New Jersey,20126.0,261641744.38012424,261.64
Plainview,34.1911,-101.7235,United States,Texas,20113.0,73558131.91019903,73.56
Culpeper,38.4704,-78.0001,United States,Virginia,20105.0,217117249.50083405,217.12
Rosedale,39.3266,-76.5084,United States,Maryland,20058.0,114018280.02174433,114.02
Albany,37.8897,-122.3018,United States,California,20027.0,402667.6730500464,0.4
Rolla,37.9459,-91.7607,United States,Missouri,20025.0,289282176.90779823,289.28
Port Angeles,48.1141,-123.4565,United States,Washington,20007.0,33792677.31065917,33.79
Hudson,42.3887,-71.5465,United States,Massachusetts,19947.0,3808452.5972017474,3.81
Sand Springs,36.1353,-96.1283,United States,Oklahoma,19925.0,230214420.4132661,230.21
Plattsburgh,44.6951,-73.4563,United States,New York,19907.0,7312.032081604004,0.01
Oregon,41.6524,-83.4321,United States,Ohio,19896.0,21933026.676837903,21.93
Sparta,41.0486,-74.6264,United States,New Jersey,19775.0,75431689.53580745,75.43
Nogales,31.3624,-110.9336,United States,Arizona,19761.0,720820.1725878248,0.72
Claremore,36.3146,-95.6095,United States,Oklahoma,19724.0,234130685.37465805,234.13
Kinston,35.2747,-77.5939,United States,North Carolina,19704.0,229902219.99162832,229.9
Shelbyville,39.5352,-85.7793,United States,Indiana,19678.0,278687059.6137598,278.69
Monroe,47.8595,-121.9851,United States,Washington,19632.0,225500619.6945381,225.5
Arvin,35.1944,-118.8306,United States,California,19613.0,77130129.14714372,77.13
Punta Gorda,26.8941,-82.0513,United States,Florida,19605.0,88081210.02235141,88.08
Brigham City,41.5035,-112.0453,United States,Utah,19602.0,24668774.60135208,24.67
Lexington,35.8018,-80.2682,United States,North Carolina,19595.0,233113539.31431255,233.11
Angleton,29.1721,-95.4293,United States,Texas,19452.0,173905006.41380778,173.91
Madisonville,37.3409,-87.5034,United States,Kentucky,19433.0,222926467.45053264,222.93
Bartow,27.8868,-81.8214,United States,Florida,19424.0,182684044.08635977,182.68
Sweetwater,25.7785,-80.376,United States,Florida,19399.0,31506865.847764578,31.51
Englewood,26.9717,-82.3524,United States,Florida,19378.0,28356858.756516702,28.36
Prunedale,36.8064,-121.6555,United States,California,19372.0,126842570.93192229,126.84
Boone,36.2111,-81.6669,United States,North Carolina,19368.0,214585394.35860416,214.59
Warrensburg,38.7627,-93.726,United States,Missouri,19317.0,141226147.70668232,141.23
Stillwater,45.0573,-92.8313,United States,Minnesota,19316.0,131393503.36851595,131.39
Ashland,40.8668,-82.3156,United States,Ohio,19270.0,68594022.43575194,68.59
Highland,40.4276,-111.7957,United States,Utah,19267.0,50487934.659931846,50.49
Hermiston,45.8326,-119.2854,United States,Oregon,19267.0,46126298.619452246,46.13
Ferndale,42.4592,-83.1313,United States,Michigan,19264.0,767823.8875219915,0.77
Aberdeen,40.4165,-74.2249,United States,New Jersey,19234.0,270354.39726257324,0.27
Orange,30.1226,-93.7607,United States,Texas,19221.0,33385582.808690034,33.39
Harrison,40.7431,-74.1531,United States,New Jersey,19217.0,154608786.96973038,154.61
Maumelle,34.8522,-92.4,United States,Arkansas,19183.0,251946456.14798716,251.95
Badger,64.8006,-147.3877,United States,Alaska,19182.0,0.0,0.0
Rosedale,35.3886,-119.2058,United States,California,19174.0,114018280.02174433,114.02
Durango,37.2659,-107.8781,United States,Colorado,19148.0,12533423.32384057,12.53
Knightdale,35.7911,-78.4966,United States,North Carolina,19127.0,244260208.6802193,244.26
Midlothian,37.4856,-77.6522,United States,Virginia,19123.0,57892692.382357776,57.89
Lumberton,34.6312,-79.0186,United States,North Carolina,19099.0,241171471.4521848,241.17
Liberal,37.0466,-100.9295,United States,Kansas,19099.0,8435670.252437573,8.44
Saugerties,42.0891,-73.9969,United States,New York,19087.0,15803230.39151058,15.8
Dixon,38.4469,-121.825,United States,California,19071.0,137404833.7068482,137.4
Cumberland,39.6515,-78.7584,United States,Maryland,19041.0,127081477.54889873,127.08
Warwick,40.1558,-76.2799,United States,Pennsylvania,19037.0,86003636.2344498,86.0
Fayetteville,33.4501,-84.471,United States,Georgia,19010.0,243161378.86964744,243.16
Gautier,30.4106,-88.6568,United States,Mississippi,19007.0,97364276.2002588,97.36
Ellensburg,46.9999,-120.5475,United States,Washington,19003.0,81667119.89034365,81.67
Greenfield,36.3242,-121.2428,United States,California,18998.0,4761561.991320533,4.76
Augusta,44.3341,-69.7319,United States,Maine,18938.0,97126264.24861103,97.13
Bradfordville,30.5735,-84.2055,United States,Florida,18833.0,291847435.7257924,291.85
Republic,37.1452,-93.4446,United States,Missouri,18824.0,304210127.8167166,304.21
Brownwood,31.7127,-98.9767,United States,Texas,18820.0,17339558.905579228,17.34
Milton,43.0406,-73.8998,United States,New York,18819.0,247569990.16130885,247.57
Sheridan,44.7961,-106.9642,United States,Wyoming,18807.0,595063.1383895874,0.6
Marshfield,44.6627,-90.1728,United States,Wisconsin,18795.0,86304997.91833052,86.3
Owego,42.0881,-76.1905,United States,New York,18794.0,14827.757354736328,0.01
Springfield,36.4949,-86.8711,United States,Tennessee,18775.0,85698986.7704538,85.7
Chowchilla,37.1095,-120.2349,United States,California,18772.0,105842230.37264644,105.84
Durant,33.9949,-96.3923,United States,Oklahoma,18759.0,149987500.49758494,149.99
Thomasville,30.8394,-83.9782,United States,Georgia,18744.0,297674110.72315097,297.67
Palestine,31.7544,-95.6471,United States,Texas,18741.0,235685068.59932348,235.69
Altus,34.6565,-99.3061,United States,Oklahoma,18711.0,3168945.030054516,3.17
Ottawa,41.3555,-88.8261,United States,Illinois,18708.0,41576402.92604909,41.58
Martinsburg,39.4582,-77.9776,United States,West Virginia,18678.0,52519028.751754336,52.52
Castaic,34.4818,-118.6316,United States,California,18643.0,15488527.951834736,15.49
Ashland,42.2573,-71.4687,United States,Massachusetts,18634.0,68594022.43575194,68.59
Knik-Fairview,61.5082,-149.6252,United States,Alaska,18619.0,0.0,0.0
Concord,38.5117,-90.3574,United States,Missouri,18606.0,36403786.10576316,36.4
Lebanon,44.5317,-122.9071,United States,Oregon,18587.0,85412906.55480789,85.41
Elizabeth City,36.2942,-76.236,United States,North Carolina,18570.0,176205636.8933606,176.21
Kingsland,30.8194,-81.7216,United States,Georgia,18563.0,295699782.9567558,295.7
Berea,41.3696,-81.8641,United States,Ohio,18550.0,13113470.240580782,13.11
Newton,38.0368,-97.3449,United States,Kansas,18527.0,43237431.284004435,43.24
St. Marys,30.7567,-81.5722,United States,Georgia,18507.0,153851743.17582572,153.85
Laurel,37.6375,-77.5062,United States,Virginia,18480.0,200538964.65000352,200.54
Princeton,33.1778,-96.5044,United States,Texas,18441.0,127455439.62481517,127.46
Albert Lea,43.6548,-93.3643,United States,Minnesota,18434.0,461172.6130853989,0.46
Cullman,34.1775,-86.8407,United States,Alabama,18434.0,294970081.3032042,294.97
Johnstown,40.326,-78.9194,United States,Pennsylvania,18429.0,376000.80635603366,0.38
Dover,40.8859,-74.5597,United States,New Jersey,18426.0,147613678.71507037,147.61
Fairmont,39.4768,-80.1491,United States,West Virginia,18402.0,44014.35790791232,0.04
Crowley,32.5781,-97.3585,United States,Texas,18392.0,42557026.73571385,42.56
Hampton,40.5844,-79.9534,United States,Pennsylvania,18382.0,85971153.04479115,85.97
Lenoir,35.9094,-81.5249,United States,North Carolina,18301.0,315137752.9045739,315.14
Panama City Beach,30.237,-85.8776,United States,Florida,18281.0,84272291.76178911,84.27
Phelan,34.4398,-117.5248,United States,California,18272.0,366781.0857768638,0.37
Somerset,41.7404,-71.1612,United States,Massachusetts,18266.0,78258027.56487624,78.26
Concord,42.462,-71.3639,United States,Massachusetts,18265.0,36403786.10576316,36.4
Burlington,39.0223,-84.7217,United States,Kentucky,18264.0,273743680.6762201,273.74
Amsterdam,42.942,-74.1906,United States,New York,18244.0,234586.3210575777,0.23
Manchester,38.583,-90.5064,United States,Missouri,18240.0,4004424.790527758,4.0
Centralia,46.7223,-122.9696,United States,Washington,18234.0,16891237.61510807,16.89
Plymouth,40.1115,-75.2976,United States,Pennsylvania,18188.0,70.7134017944336,0.0
Concord,39.8741,-75.5135,United States,Pennsylvania,18181.0,36403786.10576316,36.4
Oconomowoc,43.0996,-88.4948,United States,Wisconsin,18178.0,30550344.67303247,30.55
Steubenville,40.3653,-80.6519,United States,Ohio,18175.0,3878081.828633184,3.88
Logansport,40.7472,-86.352,United States,Indiana,18166.0,6535844.4454374425,6.54
Portsmouth,38.7538,-82.9445,United States,Ohio,18130.0,127338235.14842232,127.34
Canby,45.2652,-122.6867,United States,Oregon,18127.0,6184924.784236355,6.18
New Castle,41.1841,-73.7721,United States,New York,18125.0,45943589.818590686,45.94
McAlester,34.9257,-95.7734,United States,Oklahoma,18110.0,261289916.7962484,261.29
Niles,41.1879,-80.7531,United States,Ohio,18107.0,5655818.071145505,5.66
Tillmans Corner,30.5819,-88.2128,United States,Alabama,18018.0,210307089.5965991,210.31
Nipomo,35.0319,-120.4985,United States,California,18009.0,73817877.3204025,73.82
Ashtabula,41.8805,-80.7984,United States,Ohio,18003.0,7397925.852300516,7.4
Terrell,32.734,-96.2931,United States,Texas,18001.0,93432751.55928858,93.43
Gorham,43.7034,-70.4581,United States,Maine,17999.0,3783116.620546199,3.78
Mount Washington,38.043,-85.5551,United States,Kentucky,17987.0,313173693.8668827,313.17
Sevierville,35.8872,-83.5678,United States,Tennessee,17986.0,290850159.36619765,290.85
Blythe,33.6219,-114.6195,United States,California,17949.0,84335803.54908755,84.34
Alice,27.7556,-98.0653,United States,Texas,17916.0,25653858.858749826,25.65
Natchitoches,31.7315,-93.0975,United States,Louisiana,17908.0,217841193.61306256,217.84
Mebane,36.0852,-79.2736,United States,North Carolina,17899.0,312746001.0026376,312.75
Tiffin,41.1165,-83.1805,United States,Ohio,17894.0,61017452.09749128,61.02
Selma,32.4166,-87.0336,United States,Alabama,17875.0,87630174.26699476,87.63
Bay City,28.9838,-95.9601,United States,Texas,17869.0,506.9408416748047,0.0
Farmington,37.7822,-90.4282,United States,Missouri,17859.0,4038387.5394781376,4.04
Portsmouth,41.5922,-71.2745,United States,Rhode Island,17846.0,127338235.14842232,127.34
Brownsville,25.8216,-80.2417,United States,Florida,17817.0,18586537.27319559,18.59
Charleston,39.4842,-88.1781,United States,Illinois,17795.0,96691738.05226052,96.69
Troy,31.8021,-85.9664,United States,Alabama,17757.0,653954.7226604088,0.65
Hope Mills,34.971,-78.9597,United States,North Carolina,17671.0,195736800.9183728,195.74
Anacortes,48.4878,-122.6292,United States,Washington,17667.0,5731888.092023125,5.73
Brenham,30.1584,-96.3966,United States,Texas,17655.0,121805267.72763345,121.81
Mount Holly,35.3136,-81.0073,United States,North Carolina,17644.0,281750347.38209033,281.75
Camano,48.1865,-122.4708,United States,Washington,17642.0,849718.010617604,0.85
Gretna,29.9101,-90.0515,United States,Louisiana,17640.0,101960110.65525123,101.96
Jacksonville,39.7292,-90.2317,United States,Illinois,17639.0,128834883.185242,128.83
Siloam Springs,36.1844,-94.5315,United States,Arkansas,17632.0,293707903.2210707,293.71
El Dorado,33.2184,-92.664,United States,Arkansas,17606.0,318272329.7435471,318.27
Storrs,41.8083,-72.2514,United States,Connecticut,17606.0,104413697.30764364,104.41
Cortland,42.6004,-76.1784,United States,New York,17574.0,0.0,0.0
Clemson,34.6837,-82.8124,United States,South Carolina,17557.0,237089185.9904752,237.09
Kirksville,40.1986,-92.5752,United States,Missouri,17533.0,147440925.23447698,147.44
Coalinga,36.142,-120.3242,United States,California,17488.0,16310941.592371168,16.31
El Reno,35.5429,-97.966,United States,Oklahoma,17474.0,69765971.80971092,69.77
Fairview,40.1735,-76.8655,United States,Pennsylvania,17474.0,28650655.314941045,28.65
Gainesville,33.639,-97.1487,United States,Texas,17459.0,259712068.69595063,259.71
Morganton,35.7408,-81.7002,United States,North Carolina,17457.0,305918707.0520238,305.92
Los Lunas,34.8115,-106.7803,United States,New Mexico,17452.0,12492122.059261458,12.49
Conyers,33.6646,-83.9966,United States,Georgia,17415.0,148341270.71510413,148.34
Murray,36.6146,-88.3207,United States,Kentucky,17414.0,13815801.74974189,13.82
New Castle,39.9191,-85.3697,United States,Indiana,17413.0,45943589.818590686,45.94
Villa Rica,33.7294,-84.9177,United States,Georgia,17354.0,294295673.1370484,294.3
Johnstown,40.3499,-104.9482,United States,Colorado,17327.0,376000.80635603366,0.38
